the_geom,PHYSICALID,OBJECTID,STNAME_LAB,BOROUGHCOD,SEGMENTLEN,B5SC,BPHYS_ID,PlntSeas
"LINESTRING (-73.94963463027638 40.79031439905992, -73.94917544590317 40.79094382753565)",2437,2290,PARK AV,1,262.21364481,127790,12437,Spring10
"LINESTRING (-73.94775541670305 40.79286962425216, -73.94727112662297 40.79354175325495)",2441,2294,PARK AV,1,279.19177728,127790,12441,Fall08
"LINESTRING (-73.9459064223092 40.795417474949744, -73.9454460136292 40.79606681558507)",2445,2298,PARK AV,1,268.73740295,127790,12445,Spring08
"LINESTRING (-73.9454460136292 40.79606681558507, -73.94495942933966 40.796705741050275)",2446,2299,PARK AV,1,268.95866272,127790,12446,Spring08
"LINESTRING (-73.94360812113769 40.798560819616725, -73.94310025884697 40.79924984838816)",2448,2301,PARK AV,1,287.73468713,127790,12448,Fall09
"LINESTRING (-73.94310025884697 40.79924984838816, -73.94261572895294 40.79992819754214)",2449,2302,PARK AV,1,281.20749914,127790,12449,Spring08
"LINESTRING (-73.94261572895294 40.79992819754214, -73.94214782070749 40.800556124974946)",2450,2303,PARK AV,1,262.90822333,127790,12450,Spring08
"LINESTRING (-73.94214782070749 40.800556124974946, -73.94169946719438 40.80118659974954)",2451,2304,PARK AV,1,261.09898745,127790,12451,Fall09
"LINESTRING (-73.94169946719438 40.80118659974954, -73.94123879280392 40.801817021416525)",2452,2305,PARK AV,1,262.72022094,127790,12452,Fall09
"LINESTRING (-73.94123879280392 40.801817021416525, -73.94077966488278 40.80244429923659)",2453,2306,PARK AV,1,261.51048642,127790,12453,Fall09
"LINESTRING (-73.9388937298555 40.80499538272821, -73.93839518195573 40.80566746567814)",2458,2311,PARK AV,1,281.08248333,127790,12458,Spring09
"LINESTRING (-73.93751281447575 40.80692215059667, -73.93705116839274 40.80754497226999)",2461,2314,PARK AV,1,260.42977083,127790,12461,Spring09
"LINESTRING (-73.93705116839274 40.80754497226999, -73.93659218865099 40.80816891012126)",2462,2315,PARK AV,1,260.42247201,127790,12462,Spring09
"LINESTRING (-73.93613107240718 40.808802065104075, -73.93575497636789 40.8093780407419, -73.93580780218792 40.80949763739732)",2464,2317,PARK AV,1,280.21786234,127790,12464,Spring09
"LINESTRING (-73.93580780218792 40.80949763739732, -73.93576403761293 40.80958117743736, -73.93572208483526 40.809661256055044, -73.93543790325229 40.8102036923185)",2465,2318,PARK AV,1,276.87164314,127790,12465,Spring09
"LINESTRING (-73.93543790325229 40.8102036923185, -73.93515973177793 40.81066469919469, -73.93492264041988 40.81152160539595)",2466,2319,PARK AV,1,503.79706833,127790,12466,Spring09
"LINESTRING (-73.93492264042077 40.81152160449547, -73.93489059822 40.81160068612635)",2467,2320,PARK AV,1,30.14659875,127790,12467,Spring09
"LINESTRING (-73.98259000135192 40.78239290722266, -73.98445220316317 40.78319172931979)",2529,2378,W 76 ST,1,592.16708046,135290,12529,Fall12
"LINESTRING (-73.98116822040583 40.78179505669849, -73.98259000135192 40.78239290722266)",2530,2379,W 76 ST,1,449.97890824,135290,12530,Fall11
"LINESTRING (-73.98095636711206 40.781707674115, -73.98106346077057 40.78175072674139, -73.98116821922092 40.781795057598856)",2531,2380,W 76 ST,1,66.75580431,135290,12531,Fall11
"LINESTRING (-73.97974787648253 40.781195342797965, -73.98095636711206 40.781707674115)",2532,2381,W 76 ST,1,383.21503182,135290,12532,Fall11
"LINESTRING (-73.97690314233175 40.779997357222726, -73.97974787648253 40.781195342797965)",2533,2382,W 76 ST,1,900.66084107,135290,12533,Fall11
"LINESTRING (-73.97406668201889 40.77880541655446, -73.97690314233175 40.779997357222726)",2534,2383,W 76 ST,1,897.6017272,135290,12534,Spring15
"LINESTRING (-73.983535924959 40.73000772808068, -73.98306946963021 40.73065522599041)",2584,2430,1 AV,1,269.00522262,110010,12584,Spring13
"LINESTRING (-73.98443161455366 40.72876843766953, -73.98399733806528 40.729369683765206)",2586,2432,1 AV,1,249.94310148,110010,12586,Spring13
"LINESTRING (-73.98529382893115 40.72759283780788, -73.984857631691 40.728176833250195)",2588,2434,1 AV,1,244.71735969,110010,12588,Spring13
"LINESTRING (-73.9857384194533 40.72697456023484, -73.98529382893115 40.72759283780788)",2589,2435,1 AV,1,256.76017735,110010,12589,Spring13
"LINESTRING (-73.98616358058572 40.72639823147207, -73.9857384194533 40.72697456023484)",2590,2436,1 AV,1,240.78171035,110010,12590,Spring13
"LINESTRING (-73.98660321952282 40.72577807680719, -73.98616358058572 40.72639823147207)",2591,2437,1 AV,1,256.70711271,110010,12591,Spring13
"LINESTRING (-73.96569619921596 40.754505069650946, -73.96524094479261 40.75512992896007)",2657,2500,1 AV,1,260.26168506,110010,12657,Spring13
"LINESTRING (-73.96015463474433 40.76211698544032, -73.95969458594334 40.7627405390937)",2675,2518,1 AV,1,260.48638851,110010,12675,Fall09
"LINESTRING (-73.95969458594334 40.7627405390937, -73.95923908816695 40.763366157322345)",2676,2519,1 AV,1,260.52884105,110010,12676,Fall09
"LINESTRING (-73.95923908816695 40.763366157322345, -73.95878081153292 40.763990016717926)",2677,2520,1 AV,1,260.34235119,110010,12677,Fall09
"LINESTRING (-73.95878081153292 40.763990016717926, -73.95832134022478 40.764616629346655)",2678,2521,1 AV,1,261.37918544,110010,12678,Fall09
"LINESTRING (-73.95649564172344 40.767118914267265, -73.95599908746462 40.76780389201435)",2683,2526,1 AV,1,284.95450345,110010,12683,Fall09
"LINESTRING (-73.9541124532982 40.77038907814275, -73.95364860023159 40.77102410754462)",2688,2531,1 AV,1,264.64302204,110010,12688,Fall09
"LINESTRING (-73.95364860023159 40.77102410754462, -73.95318747606632 40.771656893877946)",2689,2532,1 AV,1,263.56113722,110010,12689,Spring09
"LINESTRING (-73.95318747606632 40.771656893877946, -73.95268752466573 40.772343020786245)",2690,2533,1 AV,1,285.77174196,110010,12690,Spring09
"LINESTRING (-73.95268752466573 40.772343020786245, -73.95218621929452 40.77301984450142)",2691,2534,1 AV,1,282.99447725,110010,12691,Spring09
"LINESTRING (-73.95172338255492 40.77365653226926, -73.95126173428294 40.77429193990923)",2693,2535,1 AV,1,264.46494356,110010,12693,Spring09
"LINESTRING (-73.95126173428294 40.77429193990923, -73.95079834744837 40.77492776813644)",2694,2536,1 AV,1,264.83137001,110010,12694,Spring09
"LINESTRING (-73.95079834744837 40.77492776813644, -73.95033856495928 40.77556320878015)",2695,2537,1 AV,1,264.22470431,110010,12695,Spring09
"LINESTRING (-73.95033856495928 40.77556320878015, -73.94987249734913 40.77619615040568)",2696,2538,1 AV,1,264.27271514,110010,12696,Spring09
"LINESTRING (-73.94987249734913 40.77619615040568, -73.94937366724737 40.77687574874705)",2697,2539,1 AV,1,283.53724331,110010,12697,Spring09
"LINESTRING (-73.94937366724737 40.77687574874705, -73.9488804198343 40.77755328428906)",2698,2540,1 AV,1,282.1289727,110010,12698,Spring09
"LINESTRING (-73.9488804198343 40.77755328428906, -73.94842272606634 40.778182640487486)",2699,2541,1 AV,1,262.00181856,110010,12699,Spring09
"LINESTRING (-73.94842272606634 40.778182640487486, -73.94796768151062 40.778806465122905)",2700,2542,1 AV,1,259.88284224,110010,12700,Spring09
"LINESTRING (-73.94796768151062 40.778806465122905, -73.94750818068432 40.77943712248889)",2701,2543,1 AV,1,262.65759552,110010,12701,Spring09
"LINESTRING (-73.94750818068432 40.77943712248889, -73.94704921881717 40.780064346400074)",2702,2544,1 AV,1,261.49119318,110010,12702,Spring09
"LINESTRING (-73.94704921881717 40.780064346400074, -73.94659059152698 40.78069197380818)",2703,2545,1 AV,1,261.57404482,110010,12703,Spring09
"LINESTRING (-73.94659059152698 40.78069197380818, -73.94647764213103 40.780845302114, -73.94642443334357 40.78091753457114, -73.94630631597363 40.781077876112356, -73.94619718643493 40.78122601812275, -73.9461309160174 40.78131597882705)",2704,2546,1 AV,1,260.56224578,110010,12704,Spring09
"LINESTRING (-73.9461309160174 40.78131597882705, -73.9458809443203 40.78165816590416, -73.9457378521224 40.78185404242638, -73.94566981626153 40.78194717539479)",2705,2547,1 AV,1,263.04228866,110010,12705,Spring09
"LINESTRING (-73.94566981626153 40.78194717539479, -73.94536565067094 40.782362451105875, -73.94525035488107 40.78251986353696, -73.94521308552261 40.78257074578813)",2706,2548,1 AV,1,260.02527039,110010,12706,Spring09
"LINESTRING (-73.94521308552261 40.78257074578813, -73.94472264481813 40.783247571832106)",2707,2549,1 AV,1,281.52132826,110010,12707,Spring09
"LINESTRING (-73.94422334875289 40.783933307304196, -73.94331889364449 40.785173296958426)",2709,2551,1 AV,1,516.55785998,110010,12709,Spring10
"LINESTRING (-73.94147838120814 40.78769140420648, -73.94101912720035 40.7883194127635)",2714,2556,1 AV,1,261.77316592,110010,12714,Spring10
"LINESTRING (-73.93819346867402 40.79218819432392, -73.93773612108254 40.79281580409956)",2721,2563,1 AV,1,261.38584138,110010,12721,Spring10
"LINESTRING (-73.93725705129286 40.79347431525752, -73.93715717598124 40.79361064612129, -73.93710066722744 40.79368778186968, -73.93695343538353 40.79388875792791, -73.9368815536835 40.79398687311533, -73.9368115985266 40.79408235985204, -73.93677925791171 40.79412504293854, -73.93670971864992 40.79422022457003, -73.9366693976054 40.794275412091, -73.93660934243562 40.79435761275709, -73.936529535202 40.79446684633757, -73.93647049766035 40.79454765171413, -73.93643010503246 40.79460293636331, -73.9363977695231 40.79464719611821, -73.93636093020513 40.79469761189772)",2723,2565,1 AV,1,510.10587936,110010,12723,Fall07
"LINESTRING (-73.93636093020513 40.79469761189772, -73.9362298991763 40.794876997450366, -73.93619572081762 40.794923789234055, -73.93597657336643 40.79522380440109, -73.93594966773263 40.79526063881701, -73.93591227007288 40.79531183847396)",2724,2566,1 AV,1,255.95258774,110010,12724,Fall07
"LINESTRING (-73.93591227007374 40.795311837573465, -73.93540760821286 40.796004175467885)",2725,2567,1 AV,1,288.35995764,110010,12725,Fall07
"LINESTRING (-73.93540760821286 40.796004175467885, -73.93491257185671 40.79668064971083)",2726,2568,1 AV,1,282.01251331,110010,12726,Fall07
"LINESTRING (-73.93491257185671 40.79668064971083, -73.93445598912427 40.7973098944091)",2727,2569,1 AV,1,261.80046654,110010,12727,Fall07
"LINESTRING (-73.93445598912427 40.7973098944091, -73.93399095676288 40.797932513729876)",2728,2570,1 AV,1,260.83593444,110010,12728,Fall07
"LINESTRING (-73.9335165503794 40.7985936130661, -73.93314821690599 40.79909734752257, -73.9330856303584 40.79918294061083, -73.93298398501817 40.79932195110718, -73.9329192158548 40.799410528889716, -73.93285662871739 40.79949612274991, -73.93279163138304 40.799585011898394, -73.93270453764808 40.79970412058022, -73.93264631558198 40.79978374295737)",2730,2572,1 AV,1,496.05063586,110010,12730,Fall12
"LINESTRING (-73.93215267964767 40.800458824427764, -73.93196859388048 40.80071074769024)",2731,2573,1 AV,1,104.98565959,110010,12731,Fall08
"LINESTRING (-73.93196859388048 40.80071074769024, -73.9317728266647 40.800979422028064)",2732,2574,1 AV,1,111.89108063,110010,12732,Fall08
"LINESTRING (-73.97734585248712 40.72188577909337, -73.97728383736076 40.72196947643821, -73.97689230304256 40.72249723755832)",2741,2582,AV D,1,255.7990739,112410,12741,Fall14
"LINESTRING (-73.97689230304256 40.72249723755832, -73.97679199563225 40.72263850911532, -73.97647824062841 40.723078275850575)",2742,2583,AV D,1,240.80153099,112410,12742,Spring11
"LINESTRING (-73.97603286880559 40.723691466885924, -73.97596800829997 40.723778814475104, -73.97592832762203 40.72383225231301, -73.97559322774885 40.724283531417534)",2744,2585,AV D,1,247.74918184,112410,12744,Spring11
"LINESTRING (-73.97559322774885 40.724283531417534, -73.97553790907891 40.72436009988351, -73.97545925573546 40.724468964616435, -73.97516416958462 40.72487739752616)",2745,2586,AV D,1,246.89383362,112410,12745,Fall13
"LINESTRING (-73.97516416958462 40.72487739752616, -73.97503285544788 40.72505813283157, -73.97493758054485 40.72518926588501, -73.97473028616781 40.7254745748042, -73.97468178008458 40.725541333295354, -73.97462468778603 40.72561990905515, -73.97449599513057 40.725797027864026, -73.97444028802614 40.72587369745891, -73.97440230271351 40.725925977077914, -73.97426942826098 40.72610885435238)",2746,2587,AV D,1,512.63799166,112410,12746,Fall13
"LINESTRING (-73.97426942944465 40.72610885435266, -73.97379989374794 40.726751297645194)",2747,2588,AV D,1,267.80929055,112410,12747,Fall13
"LINESTRING (-73.97778833317108 40.72127711183992, -73.97769658839503 40.72140331673183, -73.97764915635899 40.72146856386062, -73.97760016826234 40.72153594847631, -73.97753058178318 40.721631673491174, -73.97748897782044 40.72168889995029, -73.97745015181012 40.721742309678085, -73.97740594493429 40.721803116022386, -73.97734585248712 40.72188577909337)",2749,2590,AV D,1,253.41508373,112410,12749,Fall14
"LINESTRING (-73.97823073284894 40.72067428713, -73.97819513371316 40.72072279445107, -73.97816023196849 40.72077035275595, -73.97812747105529 40.72081499470594, -73.97807349188781 40.720888548872544, -73.97803943069502 40.72093496095105)",2750,2591,AV D,1,108.77277806,112410,12750,Fall14
"LINESTRING (-73.98259000135192 40.78239290722266, -73.98212588517181 40.78302709547824)",2789,2628,WEST END AV,1,264.3995488,144990,12789,Fall12
"LINESTRING (-73.98447609361993 40.77980804398898, -73.98397827989122 40.78048957479209)",2793,2632,WEST END AV,1,284.01238401,144990,12793,Fall11
"LINESTRING (-73.98724033649628 40.77601693549996, -73.98677082365612 40.77666107321105, -73.98626636893827 40.77735313312483, -73.9857132164145 40.77811197228142, -73.98571320456516 40.778111987588495, -73.98544810530942 40.77847566185769)",2796,2635,WEST END AV,1,1024.12925484,144990,12796,Fall11
"LINESTRING (-73.96631999800883 40.80487219553222, -73.96585316186359 40.80549034946514)",2865,2689,BROADWAY,1,259.66326475,113610,12865,Spring13
"LINESTRING (-73.96585316186359 40.80549034946514, -73.96562802027658 40.80580506078613, -73.96540287775031 40.80611976264689)",2866,2690,BROADWAY,1,261.00921094,113610,12866,Spring13
"LINESTRING (-73.96493884272643 40.80674430713697, -73.96448233012464 40.807376154156735)",2868,2692,BROADWAY,1,262.61321945,113610,12868,Spring13
"LINESTRING (-73.96121351089536 40.81188015737749, -73.96076766008251 40.81250554611152, -73.9602872349435 40.813154687983626, -73.9597922587039 40.81382347426665)",2875,2699,BROADWAY,1,810.00378121,113610,12875,Spring12
"LINESTRING (-73.9597922587039 40.81382347426665, -73.9594897681781 40.81424886322686, -73.95942919867124 40.814334038869255, -73.95927724929706 40.814547720105395, -73.95909874401413 40.814798743436704, -73.9590245786631 40.814903036091444, -73.95883168763228 40.81517428715064)",2876,2700,BROADWAY,1,559.38257122,113610,12876,Spring12
"LINESTRING (-73.95839496695547 40.815796886212794, -73.95793786333452 40.81636273761837)",2878,2702,BROADWAY,1,241.8894513,113610,12878,Spring13
"LINESTRING (-73.95793786333452 40.81636273761837, -73.95749699078925 40.81698380080489)",2879,2703,BROADWAY,1,257.08464232,113610,12879,Spring13
"LINESTRING (-73.95749699078867 40.81698380170536, -73.9574703354674 40.817019614539795, -73.95738853646625 40.817129516987066, -73.95737075471011 40.81715340689731, -73.95704375388823 40.81759274775993)",2880,2704,BROADWAY,1,254.87371778,113610,12880,Spring13
"LINESTRING (-73.95704375507357 40.81759274776038, -73.95658886342419 40.81821993451382)",2881,2705,BROADWAY,1,260.89973739,113610,12881,Spring13
"LINESTRING (-73.95658886342419 40.81821993451382, -73.95613082186838 40.81884743428713)",2882,2706,BROADWAY,1,261.42063563,113610,12882,Spring13
"LINESTRING (-73.95613082186838 40.81884743428713, -73.95567636336531 40.81947477146749)",2883,2707,BROADWAY,1,260.88858023,113610,12883,Spring12
"LINESTRING (-73.95567636336531 40.81947477146749, -73.95550608582437 40.81971191465631, -73.9552428811784 40.82016643739349)",2884,2708,BROADWAY,1,279.3331908,113610,12884,Spring12
"LINESTRING (-73.9552428811784 40.82016643739349, -73.95468332320328 40.82081046090834)",2885,2709,BROADWAY,1,281.14497805,113610,12885,Spring13
"LINESTRING (-73.95468332201793 40.820810460907886, -73.95462941085138 40.8208828666211, -73.95423369194565 40.821427186262504)",2886,2710,BROADWAY,1,256.85775717,113610,12886,Spring13
"LINESTRING (-73.95423369313107 40.82142718626296, -73.95376927453444 40.822058690022196)",2887,2711,BROADWAY,1,263.55061577,113610,12887,Spring13
"LINESTRING (-73.95286347928065 40.82330451970155, -73.95240222769377 40.82392995872703)",2890,2714,BROADWAY,1,261.19276248,113610,12890,Spring13
"LINESTRING (-73.95195281248995 40.82455180780068, -73.9514991175722 40.8251787590723)",2892,2716,BROADWAY,1,260.6586004,113610,12892,Spring13
"LINESTRING (-73.9514991175722 40.8251787590723, -73.95104158990642 40.8257991602675)",2893,2717,BROADWAY,1,259.08600591,113610,12893,Spring13
"LINESTRING (-73.95104158990642 40.8257991602675, -73.95054980381867 40.82646984657642)",2894,2718,BROADWAY,1,279.70375558,113610,12894,Spring13
"LINESTRING (-73.95054980381867 40.82646984657642, -73.95005636797168 40.82714570785103)",2895,2719,BROADWAY,1,281.5728675,113610,12895,Spring13
"LINESTRING (-73.95005636797168 40.82714570785103, -73.94959997121308 40.82777124545226)",2896,2720,BROADWAY,1,260.56647354,113610,12896,Spring13
"LINESTRING (-73.94959997121308 40.82777124545226, -73.94914899927475 40.82839179483472)",2897,2721,BROADWAY,1,258.24920824,113610,12897,Spring13
"LINESTRING (-73.94914899927475 40.82839179483472, -73.94869364182081 40.82901567227355)",2898,2722,BROADWAY,1,259.89723914,113610,12898,Spring13
"LINESTRING (-73.94869364182081 40.82901567227355, -73.94823793215936 40.829639376600895)",2899,2723,BROADWAY,1,259.88860913,113610,12899,Spring13
"LINESTRING (-73.94823793215936 40.829639376600895, -73.94778083818478 40.83026378082521)",2900,2724,BROADWAY,1,260.29700257,113610,12900,Spring13
"LINESTRING (-73.94778083818478 40.83026378082521, -73.94732595274827 40.83088799508116)",2901,2725,BROADWAY,1,259.93956453,113610,12901,Fall12
"LINESTRING (-73.94732595274827 40.83088799508116, -73.94687024098072 40.831511909937305)",2902,2726,BROADWAY,1,259.95433618,113610,12902,Spring13
